,cell_num,file_name,mh score,kg score
4099,8,5500000014_63X_20190816_S2_P3_C4_annotations_corrected.Actn2_cell8.jpg,3,3
4100,9,5500000014_63X_20190816_S2_P3_C4_annotations_corrected.Actn2_cell9.jpg,3,3
4101,10,5500000014_63X_20190816_S2_P3_C4_annotations_corrected.Actn2_cell10.jpg,3,3
4102,1,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell1.jpg,3,4
4103,2,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell2.jpg,3,2
4104,3,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell3.jpg,4,3
4105,4,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell4.jpg,3,3
4106,5,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell5.jpg,3,3
4107,6,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell6.jpg,3,4
4108,7,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell7.jpg,3,4
4109,8,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell8.jpg,4,4
4110,9,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell9.jpg,3,3
4111,10,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell10.jpg,4,4
4112,11,5500000014_63X_20190816_S2_P3_C5_annotations_corrected.Actn2_cell11.jpg,1,2
4113,1,5500000014_63X_20190816_S2_P4_C2_annotations_corrected.Actn2_cell1.jpg,4,5
4114,2,5500000014_63X_20190816_S2_P4_C2_annotations_corrected.Actn2_cell2.jpg,4,4
4115,3,5500000014_63X_20190816_S2_P4_C2_annotations_corrected.Actn2_cell3.jpg,3,3
4116,4,5500000014_63X_20190816_S2_P4_C2_annotations_corrected.Actn2_cell4.jpg,3,3
4117,5,5500000014_63X_20190816_S2_P4_C2_annotations_corrected.Actn2_cell5.jpg,3,3
4118,1,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell1.jpg,3,4
4119,2,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell2.jpg,4,4
4120,3,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell3.jpg,0,0
4121,4,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell4.jpg,3,3
4122,5,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell5.jpg,4,4
4123,6,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell6.jpg,4,4
4124,7,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell7.jpg,0,0
4125,8,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell8.jpg,4,3
4126,9,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell9.jpg,3,3
4127,10,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell10.jpg,4,3
4128,11,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell11.jpg,1,1
4129,12,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell12.jpg,4,3
4130,13,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell13.jpg,4,4
4131,14,5500000014_63X_20190816_S2_P4_C3_annotations_corrected.Actn2_cell14.jpg,3,3
4132,1,5500000014_63X_20190816_S2_P4_C4_annotations_corrected.Actn2_cell1.jpg,4,4
4133,2,5500000014_63X_20190816_S2_P4_C4_annotations_corrected.Actn2_cell2.jpg,3,4
4134,3,5500000014_63X_20190816_S2_P4_C4_annotations_corrected.Actn2_cell3.jpg,4,4
4135,4,5500000014_63X_20190816_S2_P4_C4_annotations_corrected.Actn2_cell4.jpg,3,4
4136,5,5500000014_63X_20190816_S2_P4_C4_annotations_corrected.Actn2_cell5.jpg,3,3
4137,6,5500000014_63X_20190816_S2_P4_C4_annotations_corrected.Actn2_cell6.jpg,3,3
4138,7,5500000014_63X_20190816_S2_P4_C4_annotations_corrected.Actn2_cell7.jpg,3,3
4139,8,5500000014_63X_20190816_S2_P4_C4_annotations_corrected.Actn2_cell8.jpg,2,1
4140,9,5500000014_63X_20190816_S2_P4_C4_annotations_corrected.Actn2_cell9.jpg,3,2
4141,1,5500000014_63X_20190816_S2_P4_C5_annotations_corrected.Actn2_cell1.jpg,3,3
4142,2,5500000014_63X_20190816_S2_P4_C5_annotations_corrected.Actn2_cell2.jpg,3,4
4143,3,5500000014_63X_20190816_S2_P4_C5_annotations_corrected.Actn2_cell3.jpg,3,3
4144,4,5500000014_63X_20190816_S2_P4_C5_annotations_corrected.Actn2_cell4.jpg,3,3
4145,5,5500000014_63X_20190816_S2_P4_C5_annotations_corrected.Actn2_cell5.jpg,3,3
4146,6,5500000014_63X_20190816_S2_P4_C5_annotations_corrected.Actn2_cell6.jpg,3,3
4147,7,5500000014_63X_20190816_S2_P4_C5_annotations_corrected.Actn2_cell7.jpg,2,2
4148,8,5500000014_63X_20190816_S2_P4_C5_annotations_corrected.Actn2_cell8.jpg,3,3
4149,1,5500000014_63X_20190816_S2_P5_C2_annotations_corrected.Actn2_cell1.jpg,3,2
4150,2,5500000014_63X_20190816_S2_P5_C2_annotations_corrected.Actn2_cell2.jpg,3,3
4151,3,5500000014_63X_20190816_S2_P5_C2_annotations_corrected.Actn2_cell3.jpg,3,3
4152,4,5500000014_63X_20190816_S2_P5_C2_annotations_corrected.Actn2_cell4.jpg,3,3
4153,5,5500000014_63X_20190816_S2_P5_C2_annotations_corrected.Actn2_cell5.jpg,1,2
4154,6,5500000014_63X_20190816_S2_P5_C2_annotations_corrected.Actn2_cell6.jpg,3,2
4155,7,5500000014_63X_20190816_S2_P5_C2_annotations_corrected.Actn2_cell7.jpg,3,3
4156,8,5500000014_63X_20190816_S2_P5_C2_annotations_corrected.Actn2_cell8.jpg,3,3
4157,9,5500000014_63X_20190816_S2_P5_C2_annotations_corrected.Actn2_cell9.jpg,3,3
4158,1,5500000014_63X_20190816_S2_P5_C3_annotations_corrected.Actn2_cell1.jpg,3,3
4159,2,5500000014_63X_20190816_S2_P5_C3_annotations_corrected.Actn2_cell2.jpg,4,4
4160,3,5500000014_63X_20190816_S2_P5_C3_annotations_corrected.Actn2_cell3.jpg,3,3
4161,4,5500000014_63X_20190816_S2_P5_C3_annotations_corrected.Actn2_cell4.jpg,3,4
4162,5,5500000014_63X_20190816_S2_P5_C3_annotations_corrected.Actn2_cell5.jpg,3,3
4163,6,5500000014_63X_20190816_S2_P5_C3_annotations_corrected.Actn2_cell6.jpg,3,3
4164,1,5500000014_63X_20190816_S2_P5_C4_annotations_corrected.Actn2_cell1.jpg,3,3
4165,2,5500000014_63X_20190816_S2_P5_C4_annotations_corrected.Actn2_cell2.jpg,4,3
4166,3,5500000014_63X_20190816_S2_P5_C4_annotations_corrected.Actn2_cell3.jpg,4,4
4167,4,5500000014_63X_20190816_S2_P5_C4_annotations_corrected.Actn2_cell4.jpg,4,4
4168,5,5500000014_63X_20190816_S2_P5_C4_annotations_corrected.Actn2_cell5.jpg,3,4
4169,6,5500000014_63X_20190816_S2_P5_C4_annotations_corrected.Actn2_cell6.jpg,2,1
4170,1,5500000014_63X_20190816_S2_P5_C5_annotations_corrected.Actn2_cell1.jpg,3,3
4171,2,5500000014_63X_20190816_S2_P5_C5_annotations_corrected.Actn2_cell2.jpg,5,4
4172,3,5500000014_63X_20190816_S2_P5_C5_annotations_corrected.Actn2_cell3.jpg,4,4
4173,4,5500000014_63X_20190816_S2_P5_C5_annotations_corrected.Actn2_cell4.jpg,4,4
4174,5,5500000014_63X_20190816_S2_P5_C5_annotations_corrected.Actn2_cell5.jpg,3,4
4175,6,5500000014_63X_20190816_S2_P5_C5_annotations_corrected.Actn2_cell6.jpg,4,4
4176,7,5500000014_63X_20190816_S2_P5_C5_annotations_corrected.Actn2_cell7.jpg,4,4
4177,8,5500000014_63X_20190816_S2_P5_C5_annotations_corrected.Actn2_cell8.jpg,3,2
4178,1,5500000014_63X_20190816_S2_P6_C2_annotations_corrected.Actn2_cell1.jpg,5,4
4179,2,5500000014_63X_20190816_S2_P6_C2_annotations_corrected.Actn2_cell2.jpg,4,4
4180,3,5500000014_63X_20190816_S2_P6_C2_annotations_corrected.Actn2_cell3.jpg,3,3
4181,4,5500000014_63X_20190816_S2_P6_C2_annotations_corrected.Actn2_cell4.jpg,2,2
4182,5,5500000014_63X_20190816_S2_P6_C2_annotations_corrected.Actn2_cell5.jpg,3,2
4183,6,5500000014_63X_20190816_S2_P6_C2_annotations_corrected.Actn2_cell6.jpg,5,4
4184,7,5500000014_63X_20190816_S2_P6_C2_annotations_corrected.Actn2_cell7.jpg,3,4
4185,1,5500000014_63X_20190816_S2_P6_C3_annotations_corrected.Actn2_cell1.jpg,3,3
4186,2,5500000014_63X_20190816_S2_P6_C3_annotations_corrected.Actn2_cell2.jpg,3,4
4187,3,5500000014_63X_20190816_S2_P6_C3_annotations_corrected.Actn2_cell3.jpg,4,3
4188,4,5500000014_63X_20190816_S2_P6_C3_annotations_corrected.Actn2_cell4.jpg,3,4
4189,5,5500000014_63X_20190816_S2_P6_C3_annotations_corrected.Actn2_cell5.jpg,3,3
4190,6,5500000014_63X_20190816_S2_P6_C3_annotations_corrected.Actn2_cell6.jpg,3,4
4191,1,5500000014_63X_20190816_S2_P6_C4_annotations_corrected.Actn2_cell1.jpg,3,4
4192,2,5500000014_63X_20190816_S2_P6_C4_annotations_corrected.Actn2_cell2.jpg,3,3
4193,3,5500000014_63X_20190816_S2_P6_C4_annotations_corrected.Actn2_cell3.jpg,0,0
4194,4,5500000014_63X_20190816_S2_P6_C4_annotations_corrected.Actn2_cell4.jpg,0,0
4195,5,5500000014_63X_20190816_S2_P6_C4_annotations_corrected.Actn2_cell5.jpg,3,3
4196,6,5500000014_63X_20190816_S2_P6_C4_annotations_corrected.Actn2_cell6.jpg,3,3
4197,1,5500000014_63X_20190816_S2_P6_C5_annotations_corrected.Actn2_cell1.jpg,3,3
4198,2,5500000014_63X_20190816_S2_P6_C5_annotations_corrected.Actn2_cell2.jpg,3,3
4199,3,5500000014_63X_20190816_S2_P6_C5_annotations_corrected.Actn2_cell3.jpg,3,3
4200,4,5500000014_63X_20190816_S2_P6_C5_annotations_corrected.Actn2_cell4.jpg,3,4
4201,5,5500000014_63X_20190816_S2_P6_C5_annotations_corrected.Actn2_cell5.jpg,2,2
4202,6,5500000014_63X_20190816_S2_P6_C5_annotations_corrected.Actn2_cell6.jpg,4,4
4203,1,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell1.jpg,3,3
4204,2,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell2.jpg,3,3
4205,3,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell3.jpg,0,0
4206,4,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell4.jpg,3,2
4207,5,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell5.jpg,2,2
4208,6,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell6.jpg,2,2
4209,7,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell7.jpg,3,2
4210,8,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell8.jpg,4,4
4211,9,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell9.jpg,3,3
4212,10,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell10.jpg,3,3
4213,11,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell11.jpg,3,3
4214,12,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell12.jpg,3,4
4215,13,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell13.jpg,1,1
4216,14,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell14.jpg,1,1
4217,15,5500000014_63X_20190816_S2_P7_C2_annotations_corrected.Actn2_cell15.jpg,3,3
4218,1,5500000014_63X_20190816_S2_P7_C3_annotations_corrected.Actn2_cell1.jpg,3,3
4219,2,5500000014_63X_20190816_S2_P7_C3_annotations_corrected.Actn2_cell2.jpg,0,0
4220,3,5500000014_63X_20190816_S2_P7_C3_annotations_corrected.Actn2_cell3.jpg,3,3
4221,4,5500000014_63X_20190816_S2_P7_C3_annotations_corrected.Actn2_cell4.jpg,3,3
4222,5,5500000014_63X_20190816_S2_P7_C3_annotations_corrected.Actn2_cell5.jpg,3,3
4223,6,5500000014_63X_20190816_S2_P7_C3_annotations_corrected.Actn2_cell6.jpg,3,3
4224,7,5500000014_63X_20190816_S2_P7_C3_annotations_corrected.Actn2_cell7.jpg,3,4
4225,8,5500000014_63X_20190816_S2_P7_C3_annotations_corrected.Actn2_cell8.jpg,3,4
4226,1,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell1.jpg,3,3
4227,2,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell2.jpg,4,4
4228,3,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell3.jpg,0,1
4229,4,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell4.jpg,4,4
4230,5,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell5.jpg,-1,-1
4231,6,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell6.jpg,3,4
4232,7,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell7.jpg,3,3
4233,8,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell8.jpg,3,3
4234,9,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell9.jpg,3,3
4235,10,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell10.jpg,2,2
4236,11,5500000014_63X_20190816_S2_P7_C4_annotations_corrected.Actn2_cell11.jpg,3,3
4237,1,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell1.jpg,3,3
4238,2,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell2.jpg,3,3
4239,3,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell3.jpg,3,4
4240,4,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell4.jpg,3,4
4241,5,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell5.jpg,3,4
4242,6,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell6.jpg,3,3
4243,7,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell7.jpg,4,4
4244,8,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell8.jpg,4,4
4245,9,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell9.jpg,5,5
4246,10,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell10.jpg,3,3
4247,11,5500000014_63X_20190816_S2_P7_C5_annotations_corrected.Actn2_cell11.jpg,3,3
4248,1,5500000014_63X_20190816_S2_P8_C2_annotations_corrected.Actn2_cell1.jpg,3,4
4249,2,5500000014_63X_20190816_S2_P8_C2_annotations_corrected.Actn2_cell2.jpg,3,2
4250,3,5500000014_63X_20190816_S2_P8_C2_annotations_corrected.Actn2_cell3.jpg,3,3
4251,4,5500000014_63X_20190816_S2_P8_C2_annotations_corrected.Actn2_cell4.jpg,1,2
4252,5,5500000014_63X_20190816_S2_P8_C2_annotations_corrected.Actn2_cell5.jpg,3,3
4253,6,5500000014_63X_20190816_S2_P8_C2_annotations_corrected.Actn2_cell6.jpg,3,3
4254,7,5500000014_63X_20190816_S2_P8_C2_annotations_corrected.Actn2_cell7.jpg,3,2
4255,8,5500000014_63X_20190816_S2_P8_C2_annotations_corrected.Actn2_cell8.jpg,3,3
4256,9,5500000014_63X_20190816_S2_P8_C2_annotations_corrected.Actn2_cell9.jpg,3,2
4257,1,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell1.jpg,3,2
4258,2,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell2.jpg,3,3
4259,3,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell3.jpg,3,4
4260,4,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell4.jpg,0,0
4261,5,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell5.jpg,3,3
4262,6,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell6.jpg,3,3
4263,7,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell7.jpg,4,4
4264,8,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell8.jpg,1,2
4265,9,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell9.jpg,-1,-1
4266,10,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell10.jpg,3,3
4267,11,5500000014_63X_20190816_S2_P8_C3_annotations_corrected.Actn2_cell11.jpg,3,4
4268,1,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell1.jpg,3,4
4269,2,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell2.jpg,1,0
4270,3,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell3.jpg,3,3
4271,4,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell4.jpg,3,4
4272,5,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell5.jpg,3,3
4273,6,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell6.jpg,0,0
4274,7,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell7.jpg,3,3
4275,8,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell8.jpg,4,4
4276,9,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell9.jpg,3,4
4277,10,5500000014_63X_20190816_S2_P8_C4_annotations_corrected.Actn2_cell10.jpg,3,4
4278,1,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell1.jpg,2,2
4279,2,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell2.jpg,3,3
4280,3,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell3.jpg,3,3
4281,4,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell4.jpg,3,4
4282,5,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell5.jpg,3,4
4283,6,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell6.jpg,4,4
4284,7,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell7.jpg,3,3
4285,8,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell8.jpg,4,4
4286,9,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell9.jpg,4,4
4287,10,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell10.jpg,4,4
4288,11,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell11.jpg,4,4
4289,12,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell12.jpg,5,4
4290,13,5500000014_63X_20190816_S2_P8_C5_annotations_corrected.Actn2_cell13.jpg,4,5
4291,1,5500000014_63X_20190816_S2_P9_C2_annotations_corrected.Actn2_cell1.jpg,3,3
4292,2,5500000014_63X_20190816_S2_P9_C2_annotations_corrected.Actn2_cell2.jpg,3,3
4293,3,5500000014_63X_20190816_S2_P9_C2_annotations_corrected.Actn2_cell3.jpg,4,4
4294,4,5500000014_63X_20190816_S2_P9_C2_annotations_corrected.Actn2_cell4.jpg,2,2
4295,5,5500000014_63X_20190816_S2_P9_C2_annotations_corrected.Actn2_cell5.jpg,3,3
4296,6,5500000014_63X_20190816_S2_P9_C2_annotations_corrected.Actn2_cell6.jpg,4,4
4297,1,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell1.jpg,4,4
4298,2,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell2.jpg,3,3
4299,3,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell3.jpg,3,3
4300,4,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell4.jpg,3,3
4301,5,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell5.jpg,3,4
4302,6,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell6.jpg,4,3
4303,7,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell7.jpg,3,4
4304,8,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell8.jpg,3,3
4305,9,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell9.jpg,3,4
4306,10,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell10.jpg,3,3
4307,11,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell11.jpg,3,4
4308,12,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell12.jpg,3,4
4309,13,5500000014_63X_20190816_S2_P9_C3_annotations_corrected.Actn2_cell13.jpg,3,3
4310,1,5500000014_63X_20190816_S2_P9_C4_annotations_corrected.Actn2_cell1.jpg,4,4
4311,2,5500000014_63X_20190816_S2_P9_C4_annotations_corrected.Actn2_cell2.jpg,3,3
4312,3,5500000014_63X_20190816_S2_P9_C4_annotations_corrected.Actn2_cell3.jpg,2,3
4313,4,5500000014_63X_20190816_S2_P9_C4_annotations_corrected.Actn2_cell4.jpg,-1,-1
4314,5,5500000014_63X_20190816_S2_P9_C4_annotations_corrected.Actn2_cell5.jpg,3,3
4315,6,5500000014_63X_20190816_S2_P9_C4_annotations_corrected.Actn2_cell6.jpg,4,5
4316,7,5500000014_63X_20190816_S2_P9_C4_annotations_corrected.Actn2_cell7.jpg,4,4
4317,8,5500000014_63X_20190816_S2_P9_C4_annotations_corrected.Actn2_cell8.jpg,3,3
4318,9,5500000014_63X_20190816_S2_P9_C4_annotations_corrected.Actn2_cell9.jpg,3,2
4319,1,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell1.jpg,3,3
4320,2,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell2.jpg,3,2
4321,3,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell3.jpg,3,4
4322,4,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell4.jpg,3,3
4323,5,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell5.jpg,3,3
4324,6,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell6.jpg,0,0
4325,7,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell7.jpg,-1,-1
4326,8,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell8.jpg,4,4
4327,9,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell9.jpg,3,3
4328,10,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell10.jpg,4,3
4329,11,5500000014_63X_20190816_S2_P9_C5_annotations_corrected.Actn2_cell11.jpg,3,4
4330,1,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell1.jpg,3,4
4331,2,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell2.jpg,4,4
4332,3,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell3.jpg,3,3
4333,4,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell4.jpg,3,4
4334,5,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell5.jpg,3,4
4335,6,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell6.jpg,3,3
4336,7,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell7.jpg,4,4
4337,8,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell8.jpg,0,0
4338,9,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell9.jpg,3,3
4339,10,5500000014_63X_20190816_S2_P10_C2_annotations_corrected.Actn2_cell10.jpg,3,4
4340,1,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell1.jpg,3,3
4341,2,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell2.jpg,3,4
4342,3,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell3.jpg,3,3
4343,4,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell4.jpg,3,4
4344,5,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell5.jpg,3,3
4345,6,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell6.jpg,3,3
4346,7,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell7.jpg,3,3
4347,8,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell8.jpg,4,4
4348,9,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell9.jpg,3,2
4349,10,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell10.jpg,3,4
4350,11,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell11.jpg,4,4
4351,12,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell12.jpg,3,3
4352,13,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell13.jpg,3,3
4353,14,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell14.jpg,3,3
4354,15,5500000014_63X_20190816_S2_P10_C3_annotations_corrected.Actn2_cell15.jpg,3,3
4355,1,5500000014_63X_20190816_S2_P10_C4_annotations_corrected.Actn2_cell1.jpg,3,4
4356,2,5500000014_63X_20190816_S2_P10_C4_annotations_corrected.Actn2_cell2.jpg,4,4
4357,3,5500000014_63X_20190816_S2_P10_C4_annotations_corrected.Actn2_cell3.jpg,3,4
4358,4,5500000014_63X_20190816_S2_P10_C4_annotations_corrected.Actn2_cell4.jpg,3,4
4359,5,5500000014_63X_20190816_S2_P10_C4_annotations_corrected.Actn2_cell5.jpg,1,1
4360,6,5500000014_63X_20190816_S2_P10_C4_annotations_corrected.Actn2_cell6.jpg,3,4
4361,7,5500000014_63X_20190816_S2_P10_C4_annotations_corrected.Actn2_cell7.jpg,3,3
4362,1,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell1.jpg,3,4
4363,2,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell2.jpg,3,3
4364,3,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell3.jpg,3,4
4365,4,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell4.jpg,0,0
4366,5,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell5.jpg,3,3
4367,6,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell6.jpg,5,4
4368,7,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell7.jpg,3,3
4369,8,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell8.jpg,4,4
4370,9,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell9.jpg,3,3
4371,10,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell10.jpg,3,4
4372,11,5500000014_63X_20190816_S2_P10_C5_annotations_corrected.Actn2_cell11.jpg,4,4
