,cell_num,file_name,mh Score,kg score
2324,2,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell2.jpg,3,3
2325,3,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell3.jpg,3,2
2326,4,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell4.jpg,3,3
2327,5,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell5.jpg,3,3
2328,6,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell6.jpg,3,3
2329,7,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell7.jpg,2,3
2330,8,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell8.jpg,3,3
2331,9,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell9.jpg,3,3
2332,10,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell10.jpg,3,4
2333,11,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell11.jpg,3,3
2334,12,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell12.jpg,1,2
2335,13,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell13.jpg,3,3
2336,14,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell14.jpg,3,3
2337,15,5500000013_63X_20190807_S2_P19_C2_annotations_corrected.Actn2_cell15.jpg,3,3
2338,1,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell1.jpg,2,2
2339,2,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell2.jpg,3,3
2340,3,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell3.jpg,2,2
2341,4,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell4.jpg,2,2
2342,5,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell5.jpg,3,3
2343,6,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell6.jpg,3,3
2344,7,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell7.jpg,3,3
2345,8,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell8.jpg,3,3
2346,9,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell9.jpg,3,3
2347,10,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell10.jpg,3,3
2348,11,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell11.jpg,3,3
2349,12,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell12.jpg,3,4
2350,13,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell13.jpg,3,3
2351,14,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell14.jpg,3,4
2352,15,5500000013_63X_20190807_S2_P19_C3_annotations_corrected.Actn2_cell15.jpg,2,2
2353,1,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell1.jpg,3,3
2354,2,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell2.jpg,3,3
2355,3,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell3.jpg,3,2
2356,4,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell4.jpg,3,5
2357,5,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell5.jpg,0,0
2358,6,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell6.jpg,3,4
2359,7,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell7.jpg,3,3
2360,8,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell8.jpg,3,4
2361,9,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell9.jpg,3,4
2362,10,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell10.jpg,3,3
2363,11,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell11.jpg,0,0
2364,12,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell12.jpg,3,3
2365,13,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell13.jpg,4,4
2366,14,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell14.jpg,3,4
2367,15,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell15.jpg,3,3
2368,16,5500000013_63X_20190807_S2_P19_C4_annotations_corrected.Actn2_cell16.jpg,3,4
2369,1,5500000013_63X_20190807_S2_P19_C5_annotations_corrected.Actn2_cell1.jpg,3,4
2370,2,5500000013_63X_20190807_S2_P19_C5_annotations_corrected.Actn2_cell2.jpg,3,3
2371,3,5500000013_63X_20190807_S2_P19_C5_annotations_corrected.Actn2_cell3.jpg,3,4
2372,4,5500000013_63X_20190807_S2_P19_C5_annotations_corrected.Actn2_cell4.jpg,2,3
2373,5,5500000013_63X_20190807_S2_P19_C5_annotations_corrected.Actn2_cell5.jpg,3,3
2374,6,5500000013_63X_20190807_S2_P19_C5_annotations_corrected.Actn2_cell6.jpg,3,3
2375,7,5500000013_63X_20190807_S2_P19_C5_annotations_corrected.Actn2_cell7.jpg,2,2
2376,8,5500000013_63X_20190807_S2_P19_C5_annotations_corrected.Actn2_cell8.jpg,3,3
2377,9,5500000013_63X_20190807_S2_P19_C5_annotations_corrected.Actn2_cell9.jpg,3,3
2378,1,5500000013_63X_20190807_S2_P20_C2_annotations_corrected.Actn2_cell1.jpg,3,3
2379,2,5500000013_63X_20190807_S2_P20_C2_annotations_corrected.Actn2_cell2.jpg,3,2
2380,3,5500000013_63X_20190807_S2_P20_C2_annotations_corrected.Actn2_cell3.jpg,3,2
2381,4,5500000013_63X_20190807_S2_P20_C2_annotations_corrected.Actn2_cell4.jpg,2,2
2382,5,5500000013_63X_20190807_S2_P20_C2_annotations_corrected.Actn2_cell5.jpg,3,3
2383,6,5500000013_63X_20190807_S2_P20_C2_annotations_corrected.Actn2_cell6.jpg,3,2
2384,7,5500000013_63X_20190807_S2_P20_C2_annotations_corrected.Actn2_cell7.jpg,3,3
2385,8,5500000013_63X_20190807_S2_P20_C2_annotations_corrected.Actn2_cell8.jpg,3,3
2386,1,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell1.jpg,3,4
2387,2,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell2.jpg,3,4
2388,3,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell3.jpg,3,3
2389,4,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell4.jpg,3,2
2390,5,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell5.jpg,3,3
2391,6,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell6.jpg,3,3
2392,7,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell7.jpg,4,4
2393,8,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell8.jpg,3,3
2394,9,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell9.jpg,3,4
2395,10,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell10.jpg,3,4
2396,11,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell11.jpg,3,3
2397,12,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell12.jpg,3,3
2398,13,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell13.jpg,4,4
2399,14,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell14.jpg,3,3
2400,15,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell15.jpg,3,4
2401,16,5500000013_63X_20190807_S2_P20_C3_annotations_corrected.Actn2_cell16.jpg,3,3
2402,1,5500000013_63X_20190807_S2_P20_C4_annotations_corrected.Actn2_cell1.jpg,3,3
2403,2,5500000013_63X_20190807_S2_P20_C4_annotations_corrected.Actn2_cell2.jpg,3,3
2404,3,5500000013_63X_20190807_S2_P20_C4_annotations_corrected.Actn2_cell3.jpg,3,3
2405,4,5500000013_63X_20190807_S2_P20_C4_annotations_corrected.Actn2_cell4.jpg,3,2
2406,5,5500000013_63X_20190807_S2_P20_C4_annotations_corrected.Actn2_cell5.jpg,3,3
2407,6,5500000013_63X_20190807_S2_P20_C4_annotations_corrected.Actn2_cell6.jpg,3,4
2408,7,5500000013_63X_20190807_S2_P20_C4_annotations_corrected.Actn2_cell7.jpg,3,4
2409,8,5500000013_63X_20190807_S2_P20_C4_annotations_corrected.Actn2_cell8.jpg,3,4
2410,9,5500000013_63X_20190807_S2_P20_C4_annotations_corrected.Actn2_cell9.jpg,4,4
2411,1,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell1.jpg,3,3
2412,2,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell2.jpg,3,2
2413,3,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell3.jpg,3,4
2414,4,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell4.jpg,3,3
2415,5,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell5.jpg,3,3
2416,6,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell6.jpg,3,3
2417,7,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell7.jpg,3,3
2418,8,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell8.jpg,3,3
2419,9,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell9.jpg,4,4
2420,10,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell10.jpg,2,2
2421,11,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell11.jpg,4,3
2422,12,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell12.jpg,2,2
2423,13,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell13.jpg,3,3
2424,14,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell14.jpg,3,3
2425,15,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell15.jpg,3,2
2426,16,5500000013_63X_20190807_S2_P20_C5_annotations_corrected.Actn2_cell16.jpg,3,3
2427,1,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell1.jpg,3,2
2428,2,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell2.jpg,3,2
2429,3,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell3.jpg,3,4
2430,4,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell4.jpg,4,4
2431,5,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell5.jpg,3,3
2432,6,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell6.jpg,3,3
2433,7,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell7.jpg,0,0
2434,8,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell8.jpg,3,4
2435,9,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell9.jpg,-1,-1
2436,10,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell10.jpg,3,3
2437,11,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell11.jpg,3,3
2438,12,5500000013_63X_20190807_S2_P21_C2_annotations_corrected.Actn2_cell12.jpg,3,4
2439,1,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell1.jpg,2,3
2440,2,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell2.jpg,3,3
2441,3,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell3.jpg,3,2
2442,4,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell4.jpg,3,4
2443,5,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell5.jpg,3,3
2444,6,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell6.jpg,3,3
2445,7,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell7.jpg,3,3
2446,8,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell8.jpg,-1,-1
2447,9,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell9.jpg,2,3
2448,10,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell10.jpg,3,4
2449,11,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell11.jpg,-1,-1
2450,12,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell12.jpg,-1,-1
2451,13,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell13.jpg,2,3
2452,14,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell14.jpg,-1,-1
2453,15,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell15.jpg,3,3
2454,16,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell16.jpg,3,3
2455,17,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell17.jpg,3,3
2456,18,5500000013_63X_20190807_S2_P21_C3_annotations_corrected.Actn2_cell18.jpg,3,2
2457,1,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell1.jpg,3,2
2458,2,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell2.jpg,3,3
2459,3,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell3.jpg,3,3
2460,4,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell4.jpg,2,2
2461,5,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell5.jpg,4,4
2462,6,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell6.jpg,4,4
2463,7,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell7.jpg,3,3
2464,8,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell8.jpg,3,3
2465,9,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell9.jpg,3,4
2466,10,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell10.jpg,3,2
2467,11,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell11.jpg,3,3
2468,12,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell12.jpg,2,2
2469,13,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell13.jpg,3,3
2470,14,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell14.jpg,3,3
2471,15,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell15.jpg,3,3
2472,16,5500000013_63X_20190807_S2_P21_C4_annotations_corrected.Actn2_cell16.jpg,3,3
2473,1,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell1.jpg,3,3
2474,2,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell2.jpg,-1,-1
2475,3,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell3.jpg,3,3
2476,4,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell4.jpg,3,3
2477,5,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell5.jpg,4,4
2478,6,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell6.jpg,3,3
2479,7,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell7.jpg,3,4
2480,8,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell8.jpg,4,4
2481,9,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell9.jpg,3,4
2482,10,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell10.jpg,3,4
2483,11,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell11.jpg,2,2
2484,12,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell12.jpg,3,3
2485,13,5500000013_63X_20190807_S2_P21_C5_annotations_corrected.Actn2_cell13.jpg,3,3
2486,1,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell1.jpg,3,3
2487,2,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell2.jpg,4,4
2488,3,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell3.jpg,2,1
2489,4,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell4.jpg,2,2
2490,5,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell5.jpg,3,3
2491,6,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell6.jpg,1,2
2492,7,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell7.jpg,3,3
2493,8,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell8.jpg,3,3
2494,9,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell9.jpg,-1,-1
2495,10,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell10.jpg,3,3
2496,11,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell11.jpg,3,3
2497,12,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell12.jpg,3,3
2498,13,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell13.jpg,1,1
2499,14,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell14.jpg,3,2
2500,15,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell15.jpg,3,3
2501,16,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell16.jpg,0,0
2502,17,5500000013_63X_20190807_S2_P22_C2_annotations_corrected.Actn2_cell17.jpg,3,3
2503,1,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell1.jpg,3,3
2504,2,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell2.jpg,4,4
2505,3,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell3.jpg,3,3
2506,4,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell4.jpg,3,3
2507,5,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell5.jpg,3,3
2508,6,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell6.jpg,0,0
2509,7,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell7.jpg,0,1
2510,8,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell8.jpg,3,4
2511,9,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell9.jpg,3,3
2512,10,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell10.jpg,3,3
2513,11,5500000013_63X_20190807_S2_P22_C3_annotations_corrected.Actn2_cell11.jpg,3,3
2514,1,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell1.jpg,3,3
2515,2,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell2.jpg,3,4
2516,3,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell3.jpg,3,4
2517,4,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell4.jpg,4,4
2518,5,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell5.jpg,3,3
2519,6,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell6.jpg,3,3
2520,7,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell7.jpg,3,3
2521,8,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell8.jpg,3,4
2522,9,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell9.jpg,3,4
2523,10,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell10.jpg,4,5
2524,11,5500000013_63X_20190807_S2_P22_C4_annotations_corrected.Actn2_cell11.jpg,2,2
2525,1,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell1.jpg,3,4
2526,2,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell2.jpg,3,3
2527,3,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell3.jpg,-1,-1
2528,4,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell4.jpg,3,3
2529,5,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell5.jpg,3,2
2530,6,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell6.jpg,3,2
2531,7,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell7.jpg,3,3
2532,8,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell8.jpg,0,0
2533,9,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell9.jpg,3,3
2534,10,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell10.jpg,3,3
2535,11,5500000013_63X_20190807_S2_P22_C5_annotations_corrected.Actn2_cell11.jpg,3,3
2536,1,5500000013_63X_20190807_S2_P23_C2_annotations_corrected.Actn2_cell1.jpg,3,2
2537,2,5500000013_63X_20190807_S2_P23_C2_annotations_corrected.Actn2_cell2.jpg,3,4
2538,3,5500000013_63X_20190807_S2_P23_C2_annotations_corrected.Actn2_cell3.jpg,3,3
2539,4,5500000013_63X_20190807_S2_P23_C2_annotations_corrected.Actn2_cell4.jpg,3,3
2540,5,5500000013_63X_20190807_S2_P23_C2_annotations_corrected.Actn2_cell5.jpg,3,3
2541,6,5500000013_63X_20190807_S2_P23_C2_annotations_corrected.Actn2_cell6.jpg,3,3
2542,7,5500000013_63X_20190807_S2_P23_C2_annotations_corrected.Actn2_cell7.jpg,3,4
2543,1,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell1.jpg,3,3
2544,2,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell2.jpg,3,3
2545,3,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell3.jpg,4,4
2546,4,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell4.jpg,3,2
2547,5,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell5.jpg,3,3
2548,6,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell6.jpg,3,4
2549,7,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell7.jpg,3,4
2550,8,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell8.jpg,4,4
2551,9,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell9.jpg,3,3
2552,10,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell10.jpg,3,3
2553,11,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell11.jpg,3,3
2554,12,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell12.jpg,3,3
2555,13,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell13.jpg,2,3
2556,14,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell14.jpg,3,3
2557,15,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell15.jpg,0,0
2558,16,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell16.jpg,3,3
2559,17,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell17.jpg,2,2
2560,18,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell18.jpg,3,3
2561,19,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell19.jpg,3,2
2562,20,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell20.jpg,3,2
2563,21,5500000013_63X_20190807_S2_P23_C3_annotations_corrected.Actn2_cell21.jpg,3,3
2564,1,5500000013_63X_20190807_S2_P23_C4_annotations_corrected.Actn2_cell1.jpg,3,3
2565,2,5500000013_63X_20190807_S2_P23_C4_annotations_corrected.Actn2_cell2.jpg,0,0
2566,3,5500000013_63X_20190807_S2_P23_C4_annotations_corrected.Actn2_cell3.jpg,-1,-1
2567,4,5500000013_63X_20190807_S2_P23_C4_annotations_corrected.Actn2_cell4.jpg,3,4
2568,5,5500000013_63X_20190807_S2_P23_C4_annotations_corrected.Actn2_cell5.jpg,4,4
2569,6,5500000013_63X_20190807_S2_P23_C4_annotations_corrected.Actn2_cell6.jpg,3,4
2570,7,5500000013_63X_20190807_S2_P23_C4_annotations_corrected.Actn2_cell7.jpg,3,3
2571,8,5500000013_63X_20190807_S2_P23_C4_annotations_corrected.Actn2_cell8.jpg,3,3
2572,9,5500000013_63X_20190807_S2_P23_C4_annotations_corrected.Actn2_cell9.jpg,3,4
2573,1,5500000013_63X_20190807_S2_P23_C5_annotations_corrected.Actn2_cell1.jpg,3,4
2574,2,5500000013_63X_20190807_S2_P23_C5_annotations_corrected.Actn2_cell2.jpg,3,3
2575,3,5500000013_63X_20190807_S2_P23_C5_annotations_corrected.Actn2_cell3.jpg,3,2
2576,4,5500000013_63X_20190807_S2_P23_C5_annotations_corrected.Actn2_cell4.jpg,3,4
2577,5,5500000013_63X_20190807_S2_P23_C5_annotations_corrected.Actn2_cell5.jpg,4,3
2578,6,5500000013_63X_20190807_S2_P23_C5_annotations_corrected.Actn2_cell6.jpg,-1,-1
2579,7,5500000013_63X_20190807_S2_P23_C5_annotations_corrected.Actn2_cell7.jpg,4,4
2580,1,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell1.jpg,3,3
2581,2,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell2.jpg,3,3
2582,3,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell3.jpg,3,3
2583,4,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell4.jpg,3,3
2584,5,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell5.jpg,3,3
2585,6,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell6.jpg,3,3
2586,7,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell7.jpg,3,3
2587,8,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell8.jpg,3,3
2588,9,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell9.jpg,3,2
2589,10,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell10.jpg,3,2
2590,11,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell11.jpg,3,3
2591,12,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell12.jpg,1,2
2592,13,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell13.jpg,3,3
2593,14,5500000013_63X_20190807_S2_P24_C2_annotations_corrected.Actn2_cell14.jpg,3,3
2594,1,5500000013_63X_20190807_S2_P24_C4_annotations_corrected.Actn2_cell1.jpg,3,3
2595,2,5500000013_63X_20190807_S2_P24_C4_annotations_corrected.Actn2_cell2.jpg,3,4
2596,3,5500000013_63X_20190807_S2_P24_C4_annotations_corrected.Actn2_cell3.jpg,3,3
